id,username,created_at,lng,lat,text
1516994894174330881,AthenaNorthbabe,Thu Apr 21 04:19:01 +0000 2022,-104.92209349999999,39.713563,The E in my name stand for Emotionally unstable
1516994894283231232,okcardinalsfan,Thu Apr 21 04:19:01 +0000 2022,-111.931711,34.1682535,Thats not a foul????
1516994894576988160,israelquiroz93,Thu Apr 21 04:19:01 +0000 2022,-96.6021425,32.7749375,LETS GO CHICAGO 🔥🔥🔥🔥DEROZANTHE KING OF THE FOURTH
1516994895923204096,99goldilocks,Thu Apr 21 04:19:02 +0000 2022,-123.1224015,44.065621,I hate that I love them so much. John fisher is the worst owner ever
1516994895852015617,RaineChristian,Thu Apr 21 04:19:02 +0000 2022,-87.732013,41.8335845,AND THEY SAID THE BUCKS WEREN’T TRYING LAST GAME.  DEROZAN 4 MVP.  BULLS IN 5 #CHIvsMIL
1516994897584267264,OrlaOrtiz6,Thu Apr 21 04:19:02 +0000 2022,-87.732013,41.8335845,THATS A FUCKING FOUL
1516994898842599425,bestboyzmommy,Thu Apr 21 04:19:02 +0000 2022,-79.0021125,35.054626999999996,@CoachRw204 @POBScout @colbylewis20 @mikebestjr @BigShotsGlobal @HereGoJayAgain Thank you for your unwavering and g… https://t.co/NuzNp5hUdT
1516994899064803330,OhThatsCandace,Thu Apr 21 04:19:02 +0000 2022,-96.7617535,32.819858499999995,The Heat at home and Caruso in the playoffs 😏 Life is good (future voice) 💀
1516994899303936011,Avramovic64,Thu Apr 21 04:19:03 +0000 2022,-73.8311875,40.6708795,Oh my @DeMar_DeRozan @chicagobulls #NBAPlayoffs #SeeRed #cold_blooded
1516994899194822657,KingThelonious,Thu Apr 21 04:19:03 +0000 2022,-87.732013,41.8335845,Also that’s a foul. Refs gotta stop sucking dick.
1516994899786321920,BarackOBoogie,Thu Apr 21 04:19:03 +0000 2022,-87.732013,41.8335845,"Finally, a game against a good team."
1516994900033564672,HeelStCloud,Thu Apr 21 04:19:03 +0000 2022,-84.53981250000001,39.137038000000004,Caruso made this game happen.
1516994902990544896,JonaSuber12,Thu Apr 21 04:19:03 +0000 2022,-118.36964499999999,34.0870095,@JobieBattle Giving very what was the end goal?
1516994903196291075,JeremyWillll,Thu Apr 21 04:19:03 +0000 2022,-87.966117,41.5109525,@HashTagWhiteSox That was an insane no call
1516994904551043074,cant02468,Thu Apr 21 04:19:04 +0000 2022,-77.101999,38.8808445,Wordle 306 6/6⬜⬜🟩🟩🟩⬜⬜🟩🟩🟩⬜⬜🟩🟩🟩⬜⬜🟩🟩🟩⬜⬜🟩🟩🟩🟩🟩🟩🟩🟩i am going to kms myself
1516994904727166976,QualOverQuan,Thu Apr 21 04:19:04 +0000 2022,-118.4119065,34.0207895,@hottieewitabody So wuz good
1516994904911757313,MeechiiMeech,Thu Apr 21 04:19:04 +0000 2022,-89.92202900000001,35.1335205,The pack is dropped and Just waiting on him for round 1 🖤💚🥂 https://t.co/lckCm4EHCb
1516994906564268032,GavinLooter,Thu Apr 21 04:19:04 +0000 2022,-84.4816265,42.746719999999996,@dieselnation100 @Billyhottakes @PounderPabst Some would say this is rape
1516994906518077440,FmbRique,Thu Apr 21 04:19:04 +0000 2022,-80.156826,26.1799205,The choices you make today shapes your world tomorrow
1516994908904726528,SierraLache,Thu Apr 21 04:19:05 +0000 2022,-96.7617535,32.819858499999995,Okay I got up yall 😂
1516994908971806721,carbonbasedvin,Thu Apr 21 04:19:05 +0000 2022,-96.8300925,46.8648825,@xGramps701x Sorry to hear it man… much love to you and your family 💙
1516994909537914880,MrBurks206,Thu Apr 21 04:19:05 +0000 2022,-122.334461,47.307568,Decisions Decisions! Life ain’t cheap. 🤔 https://t.co/UYojWQhwPj
1516994910129434624,IBelieve252,Thu Apr 21 04:19:05 +0000 2022,-79.861034,35.1704985,40 chicken nuggets
1516994910561488896,bradywendeln,Thu Apr 21 04:19:05 +0000 2022,-87.732013,41.8335845,Devastating possession by the Bulls
1516994910985109506,misscurly12,Thu Apr 21 04:19:05 +0000 2022,-87.732013,41.8335845,All those offensive rebounds!
1516994911744126978,darwinchvz320,Thu Apr 21 04:19:06 +0000 2022,-118.1567105,33.809171500000005,Bucks https://t.co/ypT1uGARej
1516994912369188865,KingClutchHeem,Thu Apr 21 04:19:06 +0000 2022,-77.0908695,38.81738,Damn @DeMar_DeRozan
1516994913522667521,AGuyNamedJeff,Thu Apr 21 04:19:06 +0000 2022,-87.7232165,41.557276,The fucking dagger! Forty fucking one! #BullsNation #SeeRed https://t.co/xYqnRxLWGO
1516994914483060736,ZacharyGrinDPT,Thu Apr 21 04:19:06 +0000 2022,-73.9685415,40.780709,@onegrenouille I dont really know but autonomic &amp; orthostatic sx are not used to make a FND dx. However a lot of pp… https://t.co/3Smid9oKuk
1516994914935971840,CROSSMARKJobs,Thu Apr 21 04:19:06 +0000 2022,-80.1917902,25.7616798,"Want to work in #Miami, FL? View our latest opening: https://t.co/wH65uZZS1t #EventsMarketing"
1516994916123123717,_Bill_,Thu Apr 21 04:19:07 +0000 2022,-90.011008,29.982601,"@AndrewMalekoff @anders_aslund Yeah, but they're still in the party."
1516994918283202560,johnfridley,Thu Apr 21 04:19:07 +0000 2022,-80.0043455,37.2318785,"Gus Johnson doing NBA playoff games is too hype for a Wednesday night at 12:15am ET. This is game 2, man."
1516994918069067777,dogdadCA,Thu Apr 21 04:19:07 +0000 2022,-116.237907,33.7446325,What is “super follow”? @ElijahSchaffer LOL https://t.co/ISRGxaEMbB
1516994920401313792,michelleisvc,Thu Apr 21 04:19:08 +0000 2022,-73.9685415,40.780709,@sophgoldb @NikMilanovic @twifintech &amp; @nicolecasperson WTFintech
1516994921160482816,CallMeCharleee,Thu Apr 21 04:19:08 +0000 2022,-92.2521565,30.231529000000002,My birthday at 12🥰🥳 yes tomorrow is all about me 🥰
1516994921269534720,prayfckgrow,Thu Apr 21 04:19:08 +0000 2022,-87.732013,41.8335845,I like this shot but I can feel the racism
1516994921873514496,Lilah_Lilley,Thu Apr 21 04:19:08 +0000 2022,-73.98938209,40.75227589,Cheers to 30🥂🍾✨Allow me to reintroduce myself💕 @ Magic Hour Rooftop Bar &amp; Lounge https://t.co/NG3ymwA3ty
1516994922167029761,Josueluap,Thu Apr 21 04:19:08 +0000 2022,-86.40961,35.84742,Be alone until you’re valued.
1516994922250850304,anya__online,Thu Apr 21 04:19:08 +0000 2022,-122.4359785,37.7706565,@knives11knives Show me!!
1516994924209577988,irishintucson,Thu Apr 21 04:19:08 +0000 2022,-110.96925949999999,32.1945385,"@notcapnamerica When I'm this old, can I just be Ninny Threadgoode inspiring a middle aged woman to exercise &amp; answ… https://t.co/pETYgEcrob"
1516994925031833600,fixedkaminyc,Thu Apr 21 04:19:09 +0000 2022,-73.9685415,40.780709,Split personality disorder.
1516994926243893249,TaylorDeuce,Thu Apr 21 04:19:09 +0000 2022,-87.759533,41.708954,Nothing but hustle.
1516994928513069057,tayaceleste,Thu Apr 21 04:19:10 +0000 2022,-92.13127399999999,34.7519365,has anyone checked on @jack_kenley lately? how is he doing?
1516994928579993600,JoQuinnbtchycat,Thu Apr 21 04:19:10 +0000 2022,-117.851089,33.842863,@StephenGlahn @TheJusticeDept That'll be news to St. Augustine &amp; Edward Coke.
1516994929393868800,photomike71,Thu Apr 21 04:19:10 +0000 2022,-81.3677725,28.501678499999997,@itsblackjasper @lap_nyc HOLE-LICIOUS
1516994929653911557,GrantWi12095321,Thu Apr 21 04:19:10 +0000 2022,-98.5406515,29.417501,New school record! https://t.co/g4ReS8Y6JD
1516994930295508993,bernsrose,Thu Apr 21 04:19:10 +0000 2022,-117.104989,32.810012,OMGGGG DEMAR
1516994931050512384,Powerless_ness,Thu Apr 21 04:19:10 +0000 2022,-118.325145,34.182159999999996,DeMar DeRozan tonight. 👀 https://t.co/CyP7U0hTwM
1516994932392800256,Jaylnc1,Thu Apr 21 04:19:10 +0000 2022,-83.6540795,32.848817499999996,Demar 40 on holiday dome?
1516994935253131264,tabamatu,Thu Apr 21 04:19:11 +0000 2022,-117.104989,32.810012,@GentlemanOfBeer @BeerOClockShow @mjpo007 Just a few bottles of Pliny and a return to Beachwood and my beer shopping is done.
